observationID,scientificName,minTimestamp,maxTimestamp,deploymentID
1fa8b00a-8f0e-485e-b98e-eb9bb1ee5a9f,Anas strepera,2020-07-30T04:29:37Z,2020-07-30T04:29:37Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
e57d97b3-f15b-48f5-a86c-477952bf8b7a,Anas platyrhynchos,2020-07-31T04:43:33Z,2020-07-31T04:43:33Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
e57d97b3-f15b-48f5-a86c-477952bf8b7a,Anas platyrhynchos,2020-07-31T04:43:34Z,2020-07-31T04:43:34Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
e57d97b3-f15b-48f5-a86c-477952bf8b7a,Anas platyrhynchos,2020-07-31T04:43:34Z,2020-07-31T04:43:34Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
e57d97b3-f15b-48f5-a86c-477952bf8b7a,Anas platyrhynchos,2020-07-31T04:43:35Z,2020-07-31T04:43:35Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
e57d97b3-f15b-48f5-a86c-477952bf8b7a,Anas platyrhynchos,2020-07-31T04:43:35Z,2020-07-31T04:43:35Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
e57d97b3-f15b-48f5-a86c-477952bf8b7a,Anas platyrhynchos,2020-07-31T04:43:36Z,2020-07-31T04:43:36Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
e57d97b3-f15b-48f5-a86c-477952bf8b7a,Anas platyrhynchos,2020-07-31T04:43:37Z,2020-07-31T04:43:37Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
e57d97b3-f15b-48f5-a86c-477952bf8b7a,Anas platyrhynchos,2020-07-31T04:43:37Z,2020-07-31T04:43:37Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
e57d97b3-f15b-48f5-a86c-477952bf8b7a,Anas platyrhynchos,2020-07-31T04:43:38Z,2020-07-31T04:43:38Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
e57d97b3-f15b-48f5-a86c-477952bf8b7a,Anas platyrhynchos,2020-07-31T04:43:38Z,2020-07-31T04:43:38Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:14Z,2020-08-02T05:00:14Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:15Z,2020-08-02T05:00:15Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:15Z,2020-08-02T05:00:15Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:16Z,2020-08-02T05:00:16Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:16Z,2020-08-02T05:00:16Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:17Z,2020-08-02T05:00:17Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:18Z,2020-08-02T05:00:18Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:18Z,2020-08-02T05:00:18Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:19Z,2020-08-02T05:00:19Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:19Z,2020-08-02T05:00:19Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:30Z,2020-08-02T05:00:30Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:30Z,2020-08-02T05:00:30Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:31Z,2020-08-02T05:00:31Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:31Z,2020-08-02T05:00:31Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:32Z,2020-08-02T05:00:32Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:33Z,2020-08-02T05:00:33Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:33Z,2020-08-02T05:00:33Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:34Z,2020-08-02T05:00:34Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:34Z,2020-08-02T05:00:34Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:00:35Z,2020-08-02T05:00:35Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:01:00Z,2020-08-02T05:01:00Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:01:01Z,2020-08-02T05:01:01Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:01:01Z,2020-08-02T05:01:01Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:01:02Z,2020-08-02T05:01:02Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:01:02Z,2020-08-02T05:01:02Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:01:03Z,2020-08-02T05:01:03Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:01:04Z,2020-08-02T05:01:04Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:01:04Z,2020-08-02T05:01:04Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:01:05Z,2020-08-02T05:01:05Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
f5707f70-c264-4f81-9e2f-06d55ad23d37,Anas platyrhynchos,2020-08-02T05:01:05Z,2020-08-02T05:01:05Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
ccfa9680-f85f-41db-9760-445a19f5dbe7,Anas platyrhynchos,2020-08-03T05:09:12Z,2020-08-03T05:09:12Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
ccfa9680-f85f-41db-9760-445a19f5dbe7,Anas platyrhynchos,2020-08-03T05:09:13Z,2020-08-03T05:09:13Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
ccfa9680-f85f-41db-9760-445a19f5dbe7,Anas platyrhynchos,2020-08-03T05:09:14Z,2020-08-03T05:09:14Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
ccfa9680-f85f-41db-9760-445a19f5dbe7,Anas platyrhynchos,2020-08-03T05:09:14Z,2020-08-03T05:09:14Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
ccfa9680-f85f-41db-9760-445a19f5dbe7,Anas platyrhynchos,2020-08-03T05:09:15Z,2020-08-03T05:09:15Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
ccfa9680-f85f-41db-9760-445a19f5dbe7,Anas platyrhynchos,2020-08-03T05:09:16Z,2020-08-03T05:09:16Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
ccfa9680-f85f-41db-9760-445a19f5dbe7,Anas platyrhynchos,2020-08-03T05:09:16Z,2020-08-03T05:09:16Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
ccfa9680-f85f-41db-9760-445a19f5dbe7,Anas platyrhynchos,2020-08-03T05:09:17Z,2020-08-03T05:09:17Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
ccfa9680-f85f-41db-9760-445a19f5dbe7,Anas platyrhynchos,2020-08-03T05:09:18Z,2020-08-03T05:09:18Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
ccfa9680-f85f-41db-9760-445a19f5dbe7,Anas platyrhynchos,2020-08-03T05:09:18Z,2020-08-03T05:09:18Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
1a32d481-ff36-4332-85ea-94423193936a,Anas platyrhynchos,2020-08-04T05:04:09Z,2020-08-04T05:04:09Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
1a32d481-ff36-4332-85ea-94423193936a,Anas platyrhynchos,2020-08-04T05:04:10Z,2020-08-04T05:04:10Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
1a32d481-ff36-4332-85ea-94423193936a,Anas platyrhynchos,2020-08-04T05:04:10Z,2020-08-04T05:04:10Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
1a32d481-ff36-4332-85ea-94423193936a,Anas platyrhynchos,2020-08-04T05:04:11Z,2020-08-04T05:04:11Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
1a32d481-ff36-4332-85ea-94423193936a,Anas platyrhynchos,2020-08-04T05:04:11Z,2020-08-04T05:04:11Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
1a32d481-ff36-4332-85ea-94423193936a,Anas platyrhynchos,2020-08-04T05:04:12Z,2020-08-04T05:04:12Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
1a32d481-ff36-4332-85ea-94423193936a,Anas platyrhynchos,2020-08-04T05:04:13Z,2020-08-04T05:04:13Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
1a32d481-ff36-4332-85ea-94423193936a,Anas platyrhynchos,2020-08-04T05:04:13Z,2020-08-04T05:04:13Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
1a32d481-ff36-4332-85ea-94423193936a,Anas platyrhynchos,2020-08-04T05:04:14Z,2020-08-04T05:04:14Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
1a32d481-ff36-4332-85ea-94423193936a,Anas platyrhynchos,2020-08-04T05:04:14Z,2020-08-04T05:04:14Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
c60eb90d-ab45-4b5a-8e0c-72204fdf4c08,Anas strepera,2020-08-05T05:02:01Z,2020-08-05T05:02:01Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
c60eb90d-ab45-4b5a-8e0c-72204fdf4c08,Anas strepera,2020-08-05T05:02:02Z,2020-08-05T05:02:02Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
c60eb90d-ab45-4b5a-8e0c-72204fdf4c08,Anas strepera,2020-08-05T05:02:03Z,2020-08-05T05:02:03Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
c60eb90d-ab45-4b5a-8e0c-72204fdf4c08,Anas strepera,2020-08-05T05:02:03Z,2020-08-05T05:02:03Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
c60eb90d-ab45-4b5a-8e0c-72204fdf4c08,Anas strepera,2020-08-05T05:02:04Z,2020-08-05T05:02:04Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
c60eb90d-ab45-4b5a-8e0c-72204fdf4c08,Anas strepera,2020-08-05T05:02:05Z,2020-08-05T05:02:05Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
c60eb90d-ab45-4b5a-8e0c-72204fdf4c08,Anas strepera,2020-08-05T05:02:05Z,2020-08-05T05:02:05Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
c60eb90d-ab45-4b5a-8e0c-72204fdf4c08,Anas strepera,2020-08-05T05:02:06Z,2020-08-05T05:02:06Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
c60eb90d-ab45-4b5a-8e0c-72204fdf4c08,Anas strepera,2020-08-05T05:02:06Z,2020-08-05T05:02:06Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
c60eb90d-ab45-4b5a-8e0c-72204fdf4c08,Anas strepera,2020-08-05T05:02:07Z,2020-08-05T05:02:07Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
00d6726c-755a-46d2-b424-f0b4a3a6f26a,,2020-08-08T04:20:35Z,2020-08-08T04:20:35Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
00d6726c-755a-46d2-b424-f0b4a3a6f26a,,2020-08-08T04:20:35Z,2020-08-08T04:20:35Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
00d6726c-755a-46d2-b424-f0b4a3a6f26a,,2020-08-08T04:20:36Z,2020-08-08T04:20:36Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
00d6726c-755a-46d2-b424-f0b4a3a6f26a,,2020-08-08T04:20:37Z,2020-08-08T04:20:37Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
00d6726c-755a-46d2-b424-f0b4a3a6f26a,,2020-08-08T04:20:37Z,2020-08-08T04:20:37Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
00d6726c-755a-46d2-b424-f0b4a3a6f26a,,2020-08-08T04:20:38Z,2020-08-08T04:20:38Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
00d6726c-755a-46d2-b424-f0b4a3a6f26a,,2020-08-08T04:20:38Z,2020-08-08T04:20:38Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
00d6726c-755a-46d2-b424-f0b4a3a6f26a,,2020-08-08T04:20:39Z,2020-08-08T04:20:39Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
00d6726c-755a-46d2-b424-f0b4a3a6f26a,,2020-08-08T04:20:40Z,2020-08-08T04:20:40Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
00d6726c-755a-46d2-b424-f0b4a3a6f26a,,2020-08-08T04:20:40Z,2020-08-08T04:20:40Z,29b7d356-4bb4-4ec4-b792-2af5cc32efa8
0d3e96d8-d24d-476b-a76e-11bda9170f95,,2020-06-19T21:00:00Z,2020-06-19T21:00:00Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
7e29c71f-4bd3-441f-b711-127944d7b8e0,,2020-06-19T22:00:00Z,2020-06-19T22:00:00Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
78a45ae5-992b-4324-8e1e-de1e63088269,Castor fiber,2020-06-19T22:05:55Z,2020-06-19T22:05:55Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
78a45ae5-992b-4324-8e1e-de1e63088269,Castor fiber,2020-06-19T22:05:55Z,2020-06-19T22:05:55Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
78a45ae5-992b-4324-8e1e-de1e63088269,Castor fiber,2020-06-19T22:05:56Z,2020-06-19T22:05:56Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
78a45ae5-992b-4324-8e1e-de1e63088269,Castor fiber,2020-06-19T22:05:57Z,2020-06-19T22:05:57Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
78a45ae5-992b-4324-8e1e-de1e63088269,Castor fiber,2020-06-19T22:05:57Z,2020-06-19T22:05:57Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
78a45ae5-992b-4324-8e1e-de1e63088269,Castor fiber,2020-06-19T22:05:58Z,2020-06-19T22:05:58Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
78a45ae5-992b-4324-8e1e-de1e63088269,Castor fiber,2020-06-19T22:05:58Z,2020-06-19T22:05:58Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
78a45ae5-992b-4324-8e1e-de1e63088269,Castor fiber,2020-06-19T22:05:59Z,2020-06-19T22:05:59Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
78a45ae5-992b-4324-8e1e-de1e63088269,Castor fiber,2020-06-19T22:06:00Z,2020-06-19T22:06:00Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
78a45ae5-992b-4324-8e1e-de1e63088269,Castor fiber,2020-06-19T22:06:00Z,2020-06-19T22:06:00Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
e622b65c-8e09-4e45-ba32-a4c1a6c29fc7,Mustela putorius,2020-06-19T22:31:51Z,2020-06-19T22:31:51Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
e622b65c-8e09-4e45-ba32-a4c1a6c29fc7,Mustela putorius,2020-06-19T22:31:51Z,2020-06-19T22:31:51Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
e622b65c-8e09-4e45-ba32-a4c1a6c29fc7,Mustela putorius,2020-06-19T22:31:52Z,2020-06-19T22:31:52Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
e622b65c-8e09-4e45-ba32-a4c1a6c29fc7,Mustela putorius,2020-06-19T22:31:53Z,2020-06-19T22:31:53Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
e622b65c-8e09-4e45-ba32-a4c1a6c29fc7,Mustela putorius,2020-06-19T22:31:53Z,2020-06-19T22:31:53Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
e622b65c-8e09-4e45-ba32-a4c1a6c29fc7,Mustela putorius,2020-06-19T22:31:54Z,2020-06-19T22:31:54Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
e622b65c-8e09-4e45-ba32-a4c1a6c29fc7,Mustela putorius,2020-06-19T22:31:54Z,2020-06-19T22:31:54Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
e622b65c-8e09-4e45-ba32-a4c1a6c29fc7,Mustela putorius,2020-06-19T22:31:55Z,2020-06-19T22:31:55Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
e622b65c-8e09-4e45-ba32-a4c1a6c29fc7,Mustela putorius,2020-06-19T22:31:56Z,2020-06-19T22:31:56Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
e622b65c-8e09-4e45-ba32-a4c1a6c29fc7,Mustela putorius,2020-06-19T22:31:56Z,2020-06-19T22:31:56Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
fb662fab-d94e-490e-8b09-a617daab6383,Mustela putorius,2020-06-23T23:33:53Z,2020-06-23T23:33:53Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
fb662fab-d94e-490e-8b09-a617daab6383,Mustela putorius,2020-06-23T23:33:54Z,2020-06-23T23:33:54Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
fb662fab-d94e-490e-8b09-a617daab6383,Mustela putorius,2020-06-23T23:33:54Z,2020-06-23T23:33:54Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
fb662fab-d94e-490e-8b09-a617daab6383,Mustela putorius,2020-06-23T23:33:55Z,2020-06-23T23:33:55Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
fb662fab-d94e-490e-8b09-a617daab6383,Mustela putorius,2020-06-23T23:33:55Z,2020-06-23T23:33:55Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
fb662fab-d94e-490e-8b09-a617daab6383,Mustela putorius,2020-06-23T23:33:56Z,2020-06-23T23:33:56Z,577b543a-2cf1-4b23-b6d2-cda7e2eac372
